permitnum,description,issuedate,applieddate,statuscurrent,jurisdiction,statuscurrentmapped,statusdate,totalsqft,projectcost,contractorcompanyname,contractortrade,contractorzip,ownerzip,projectcost_6_2026,originalcity_validated,originalzip_validated
21-06791278,ADD 6 MODULES TO EXISTING SOLAR PV,2021-09-14,2021-08-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-07-28,503,4080,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,4980.59,Cary,27519
21-06801323,SOLAR PANELS ON RESIDENTIAL ROOF,2021-09-09,2021-08-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-09-28,174,15300,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,18677.2,Cary,27513
21-06811685,SOLAR PANELS ON RESIDENTIAL ROOF,2021-09-09,2021-08-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-01,388,24600,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,30030.01,Cary,27519
21-06821720,SOLAR PANELS ON RESIDENTIAL ROOF,,2021-08-30,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-10-26,388,24515,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,29926.25,Cary,27519
21-06831645,SOLAR PANELS,,2021-09-01,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2023-03-31,388,17200,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27513,20939.72,Cary,27513
21-06841806,SOLAR PV SYSTEM,2022-10-05,2021-09-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-09-20,0,14800,"TITAN SOLAR POWER NC, INC",GENERAL CONTRACTOR,85210,27519,18017.9,Cary,27519
21-06850021,SOLAR PV SYSTEM,2021-09-13,2021-09-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-09-24,0,11400,8M SOLAR,GENERAL CONTRACTOR,27587,27519,13878.65,Cary,27519
21-06860099,SOLAR PV SYSTEM,2021-09-13,2021-09-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-09-29,0,22000,8M SOLAR,GENERAL CONTRACTOR,27587,27607,26783.36,Cary,27513
21-06870782,SOLAR PANELS ON RESIDENTIAL ROOF,2021-11-12,2021-09-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-11-23,254,15000,"EAGLE SOLAR & LIGHT, LLC",GENERAL CONTRACTOR,35222,27513,18261.38,Cary,27513
21-06880022,SOLAR PV SYSTEM,2021-09-21,2021-09-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-22,0,22274,8M SOLAR,GENERAL CONTRACTOR,27587,27518,27116.94,Cary,27518
21-06890365,SOLAR PV SYSTEM,2021-09-21,2021-09-13,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2021-10-19,0,19884,8M SOLAR,GENERAL CONTRACTOR,27587,27519,24207.29,Cary,27519
21-06901279,SOLAR PV SYSTEM,2021-10-25,2021-09-14,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-28,0,32016,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27539,38977.1,Apex,27539
21-06910600,SOLAR PV SYSTEM,2021-09-22,2021-09-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-02-23,0,3608,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,4392.47,Cary,27519
21-06920611,SOLAR PV SYSTEM,,2021-09-15,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-05-11,0,6089,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,7412.9,Cary,27519
21-06930901,SOLAR PANELS ON RESIDENTIAL ROOF,2021-11-18,2021-09-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-16,456,17420,"MOXIE SOLAR, INC.",GENERAL CONTRACTOR,52317,27519,21207.55,Cary,27519
21-06940067,SOLAR PV SYSTEM,2021-09-23,2021-09-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-03,0,20350,8M SOLAR,GENERAL CONTRACTOR,27587,27519,24774.61,Cary,27519
21-06950068,SOLAR PV SYSTEM,2021-09-23,2021-09-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-18,0,24344,8M SOLAR,GENERAL CONTRACTOR,27587,27518,29637.01,Apex,27539
21-06961165,SOLAR PANELS ON RESIDENTIAL ROOF,2021-10-28,2021-09-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-11-03,283,14564,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,17730.59,Cary,27513
21-06971646,SOLAR PV SYSTEM,2021-10-22,2021-09-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-02-02,0,29573,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27539,36002.93,Apex,27539
21-06981754,SOLAR PV SYSTEM,,2021-09-21,ADMINISTRATIVELY CLOSED (AC),TC,Permit Cancelled,2022-02-16,0,17315,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,21079.72,Cary,27519
21-06990214,SOLAR PV SYSTEM,2021-10-06,2021-09-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-11-10,0,23785,8M SOLAR,GENERAL CONTRACTOR,27587,27607,28956.47,Raleigh,27607
21-07001803,SOLAR PANELS ON RESIDENTIAL ROOF,,2021-09-23,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-05-06,434,12960,"TITAN SOLAR POWER NC, INC",GENERAL CONTRACTOR,85210,27519,15777.84,Cary,27519
21-07011166,SOLAR PV SYSTEM,2021-10-25,2021-09-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-27,0,24730,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,30106.93,Cary,27519
21-07021238,SOLAR PV SYSTEM,2021-10-25,2021-09-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-27,772,28560,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27511,34769.67,Cary,27511
21-07031167,SOLAR PV SYSTEM,2021-10-20,2021-10-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-22,0,0,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27539,0.0,Apex,27539
21-07040100,SOLAR PV SYSTEM,2021-10-12,2021-10-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-25,0,24490,8M SOLAR,GENERAL CONTRACTOR,27587,27513,29569.09,Cary,27513
21-07050023,SOLAR PV SYSTEM,2021-10-11,2021-10-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-22,0,22127,8M SOLAR,GENERAL CONTRACTOR,27587,27513,26716.02,Cary,27513
21-07060101,RESIDENTIAL SOLAR PANELS ON ROOF,2021-10-18,2021-10-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-10-27,866,37488,8M SOLAR,GENERAL CONTRACTOR,27587,27518,45262.8,Cary,27518
21-07070616,SOLAR PV SYSTEM,2021-10-08,2021-10-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-06,0,2887,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,3485.75,Cary,27519
21-07080601,SOLAR PV SYSTEM,2021-10-21,2021-10-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-13,0,5413,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,6535.63,Cary,27519
21-07091686,SOLAR PV SYSTEM,2022-02-25,2021-10-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-05-13,0,29600,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27523,35738.87,Cary,27519
21-07100602,SOLAR PV SYSTEM,2021-10-21,2021-10-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-03-02,0,5413,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,6535.63,Cary,27519
21-07110617,SOLAR PV SYSTEM,2021-10-21,2021-10-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-11-22,0,4691,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,5663.89,Cary,27519
21-07120627,SOLAR PV SYSTEM,2021-10-21,2021-10-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-01-05,0,4330,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,5228.02,Cary,27519
21-07131721,SOLAR PV SYSTEM,,2021-10-12,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2022-12-22,0,10100,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27513,12194.68,Cary,27513
21-07141168,SOLAR PV SYSTEM,2022-05-03,2021-10-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-05-12,0,19448,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,23481.41,Cary,27519
21-07150102,SOLAR PV SYSTEM,2021-11-01,2021-10-14,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-11-30,0,16641,8M SOLAR,GENERAL CONTRACTOR,27587,27519,20092.25,Cary,27519
21-07160772,SOLAR PV SYSTEM,2022-01-25,2021-10-14,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-02-03,0,8000,COVENANT SOLAR TECH LLC,GENERAL CONTRACTOR,27704,27539,9659.15,Apex,27539
21-07170628,SOLAR PV SYSTEM,2021-11-18,2021-10-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-13,0,5413,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,6535.63,Cary,27519
21-07181052,SOLAR PV SYSTEM,2021-10-28,2021-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-08,0,16500,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,19922.01,Cary,27513
21-07190618,SOLAR PV SYSTEM,2022-01-12,2021-10-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-01-19,0,7939,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,9585.5,Cary,27519
21-07200619,SOLAR PV SYSTEM,2022-02-24,2021-10-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-03-23,0,5413,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27513,6535.63,Cary,27513
21-07210888,SOLAR PV SYSTEM,2021-11-30,2021-10-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-03-16,0,37743,"KENNETH RAY GODWIN, JR.",GENERAL CONTRACTOR,27540,27539,45570.69,Apex,27539
21-07221280,SOLAR PANELS ON RESIDENTIAL ROOF,2021-11-29,2021-10-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-01,657,24160,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,29170.65,Cary,27513
21-07230366,SOLAR PV SYSTEM,2021-11-02,2021-10-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-11-12,0,25344,8M SOLAR,GENERAL CONTRACTOR,27587,27519,30600.2,Cary,27519
21-07240594,SOLAR PV SYSTEM,2022-03-31,2021-10-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-05-04,0,7939,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,9585.5,Cary,27519
21-07251438,SOLAR PV SYSTEM,2021-12-06,2021-11-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-20,0,29500,RENU ENERGY SOLUTIONS LLC,GENERAL CONTRACTOR,28217,27519,35443.98,Cary,27519
21-07260595,SOLAR PV SYSTEM,2022-01-18,2021-11-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-02-10,0,6495,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,7803.68,Cary,27519
21-07271148,SOLAR PANELS ON RESIDENTIAL ROOF,2021-12-02,2021-11-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-06,444,19236,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27539,23111.88,Apex,27539
21-07280533,SOLAR PV SYSTEM,2021-11-12,2021-11-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-06-13,0,5981,"AVOLTA POWER, INC.",UNLICENSED CONTRACTOR,84097,27511,7186.12,Cary,27511
21-07291324,SOLAR PV SYSTEM,2021-12-06,2021-11-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-09,0,28941,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,34772.35,Cary,27519
21-07301080,SOLAR PV SYSTEM,2021-11-22,2021-11-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-11-29,0,29547,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27560,35500.45,Morrisville,27560
21-07311149,SOLAR PV SYSTEM,2021-11-29,2021-11-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-01,0,26618,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,31981.29,Cary,27519
21-07320545,SOLAR PV SYSTEM,,2021-11-12,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-05-11,420,8661,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,10406.11,Cary,27519
21-07330581,SOLAR PV SYSTEM,2021-11-18,2021-11-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-03-28,0,4608,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,5536.47,Cary,27519
21-07341081,SOLAR PV SYSTEM,2021-11-23,2021-11-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-15,874,32912,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,39543.47,Cary,27513
21-07351961,SOLAR PV SYSTEM,,2021-11-12,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2023-08-02,4434,105600,,,,27519,126877.44,Cary,27519
21-07361707,SOLAR PV SYSTEM,2022-03-03,2021-11-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-03-17,0,5100,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,6127.6,Cary,27519
21-07370267,SOLAR PV SYSTEM,2021-11-29,2021-11-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-13,0,26508,8M SOLAR,GENERAL CONTRACTOR,27587,27519,31849.12,Cary,27519
21-07380775,SOLAR PV SYSTEM,2022-03-28,2021-11-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-05-02,0,8000,COVENANT SOLAR TECH LLC,GENERAL CONTRACTOR,27704,27519,9611.93,Cary,27519
21-07391814,SOLAR PV SYSTEM,2021-11-23,2021-11-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-07-29,0,9620,"TITAN SOLAR POWER NC, INC",GENERAL CONTRACTOR,85210,27513,11558.34,Cary,27513
21-07400103,SOLAR PV SYSTEM,2021-11-29,2021-11-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2021-12-16,0,14400,8M SOLAR,GENERAL CONTRACTOR,27587,27519,17301.47,Cary,27519
21-07411492,SOLAR PV SYSTEM,2021-12-20,2021-11-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-01-10,0,28800,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,34602.94,Cary,27519
